Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
Hon.,Peter,Kent,Thornhill,Ontario,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Allan,Kerpan,Blackstrap,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Greg,Kerr,West Nova,Nova Scotia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Stan,Keyes,Hamilton West,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Wajid,Khan,Mississauga—Streetsville,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bob,Kilger,Stormont—Dundas—Charlottenburgh,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,David,Kilgour,Edmonton—Mill Woods—Beaumont,Alberta,Independent,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Gar,Knutson,Elgin—Middlesex—London,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Ed,Komarnicki,Souris—Moose Mountain,Saskatchewan,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Derrek,Konrad,Prince Albert,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Maka,Kotto,Saint-Lambert,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-03-13 2:00:59 PM
,Karen,Kraft Sloan,York North,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Daryl,Kramp,Prince Edward—Hastings,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Jean-Yves,Laforest,Saint-Maurice—Champlain,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Mario,Laframboise,Argenteuil—Papineau—Mirabel,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Rick,Laliberte,Desnethé—Missinippi—Churchill River,Saskatchewan,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Francine,Lalonde,La Pointe-de-l'Île,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Robert,Lanctôt,Châteauguay,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jean,Lapierre,Outremont,Quebec,Liberal,2006-01-23 12:00:00 AM,2007-01-28 12:00:00 AM
,Réal,Lapierre,Lévis—Bellechasse,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,François,Lapointe,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Linda,Lapointe,Rivière-des-Mille-Îles,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Jean-François,Larose,Repentigny,Quebec,,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Walt,Lastewka,St. Catharines,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Alexandrine,Latendresse,Louis-Saint-Laurent,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,René,Laurin,Joliette,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Guy,Lauzon,Stormont—Dundas—South Glengarry,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Carole,Lavallée,Saint-Bruno—Saint-Hubert,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Hélène,Laverdière,Laurier—Sainte-Marie,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Raymond,Lavigne,Verdun—Saint-Henri—Saint-Paul—Pointe Saint-Charles,Quebec,Liberal,2000-11-27 12:00:00 AM,2002-03-25 12:00:00 AM
Hon.,Jack,Layton,Toronto—Danforth,Ontario,NDP,2011-05-02 12:00:00 AM,2011-08-22 11:59:59 PM
Hon.,Denis,Lebel,Lac-Saint-Jean,Quebec,Conservative,2015-10-19 12:00:00 AM,2017-08-09 10:35:32 AM
,Ghislain,Lebel,Chambly,Quebec,Independent,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Hélène,LeBlanc,LaSalle—Émard,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Derek,Lee,Scarborough—Rouge River,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Ryan,Leef,Yukon,Yukon,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Paul,Lefebvre,Sudbury,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Réjean,Lefebvre,Champlain,Quebec,Independent,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,K. Kellie,Leitch,Simcoe—Grey,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Marc,Lemay,Abitibi—Témiscamingue,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Denis,Lemieux,Chicoutimi—Le Fjord,Quebec,Liberal,2015-10-19 12:00:00 AM,2017-12-01 11:59:00 PM
,Pierre,Lemieux,Glengarry—Prescott—Russell,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Andrew,Leslie,Orléans,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Megan,Leslie,Halifax,Nova Scotia,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Yves,Lessard,Chambly—Borduas,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Chungsen,Leung,Willowdale,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Sophia,Leung,Vancouver Kingsway,British Columbia,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Yvon,Lévesque,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Michael,Levitt,York Centre,Ontario,Liberal,2019-10-21 12:00:00 AM,2020-09-01 9:00:00 AM
,Wendy,Lill,Dartmouth,Nova Scotia,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Rick,Limoges,Windsor—St. Clair,Ontario,Liberal,1999-04-12 12:00:00 AM,2000-11-26 12:00:00 AM
,Clifford,Lincoln,Lac-Saint-Louis,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Laurin,Liu,Rivière-des-Mille-Îles,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Wladyslaw,Lizon,Mississauga East—Cooksville,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Alaina,Lockhart,Fundy Royal,New Brunswick,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Judi,Longfield,Whitby—Oshawa,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Yvan,Loubier,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2007-02-21 11:59:59 PM
,Eric,Lowther,Calgary Centre,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Karen,Ludwig,New Brunswick Southwest,New Brunswick,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Tom,Lukiwski,Moose Jaw—Lake Centre—Lanigan,Saskatchewan,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Gary,Lunn,Saanich—Gulf Islands,British Columbia,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,James,Lunney,Nanaimo—Alberni,British Columbia,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Marcel,Lussier,Brossard—La Prairie,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Peter,MacKay,Central Nova,Nova Scotia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Paul Harold,Macklin,Northumberland—Quinte West,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Steve,Mahoney,Mississauga West,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Hoang,Mai,Brossard—La Prairie,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Sheila,Malcolmson,Nanaimo—Ladysmith,British Columbia,NDP,2015-10-19 12:00:00 AM,2019-01-02 8:58:48 AM
Hon.,Gurbax,Malhi,Bramalea—Gore—Malton,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Luc,Malo,Verchères—Les Patriotes,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,John,Maloney,Welland,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Jim,Maloway,Elmwood—Transcona,Manitoba,NDP,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Peter,Mancini,Sydney—Victoria,Nova Scotia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,John,Manley,Ottawa South,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Paul,Manly,Nanaimo—Ladysmith,British Columbia,Green Party,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Fabian,Manning,Avalon,Newfoundland and Labrador,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Preston,Manning,Calgary Southwest,Alberta,Canadian Alliance,2000-11-27 12:00:00 AM,2002-01-31 12:00:00 AM
,Richard,Marceau,Charlesbourg—Haute-Saint-Charles,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Jean-Paul,Marchand,Québec Est,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Sergio,Marchi,York West,Ontario,Liberal,1997-06-02 12:00:00 AM,1999-08-03 12:00:00 AM
Hon.,Serge,Marcil,Beauharnois—Salaberry,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Simon,Marcil,Mirabel,Quebec,Bloc Québécois,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Inky,Mark,Dauphin—Swan River—Marquette,Manitoba,Conservative,2008-10-14 12:00:00 AM,2010-09-15 11:59:59 PM
Hon.,Diane,Marleau,Sudbury,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Wayne,Marston,Hamilton East—Stoney Creek,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Keith,Martin,Esquimalt—Juan de Fuca,British Columbia,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Pat,Martin,Winnipeg Centre,Manitoba,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Right Hon.,Paul,Martin,LaSalle—Émard,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Tony,Martin,Sault Ste. Marie,Ontario,NDP,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Marcel,Massé,Hull—Aylmer,Quebec,Liberal,1997-06-02 12:00:00 AM,1999-09-10 12:00:00 AM
,Rémi,Massé,Avignon—La Mitis—Matane—Matapédia,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Irene,Mathyssen,London—Fanshawe,Ontario,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Bill,Matthews,Random—Burin—St. George's,Newfoundland and Labrador,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Colin,Mayes,Okanagan—Shuswap,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Philip,Mayfield,Cariboo—Chilcotin,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,John,McCallum,Markham—Thornhill,Ontario,Liberal,2015-10-19 12:00:00 AM,2017-02-01 11:59:00 PM
,Ian,McClelland,Edmonton Southwest,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Phil,McColeman,Brantford—Brant,Ontario,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Larry,McCormick,Hastings—Frontenac—Lennox and Addington,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Karen,McCrimmon,Kanata—Carleton,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Alexa,McDonough,Halifax,Nova Scotia,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Joe,McGuire,Egmont,Prince Edward Island,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Catherine,McKenna,Ottawa Centre,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
Hon.,Anne,McLellan,Edmonton Centre,Alberta,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Cathy,McLeod,Kamloops—Thompson—Cariboo,British Columbia,Conservative,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Grant,McNally,Dewdney—Alouette,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Dan,McTeague,Pickering—Scarborough East,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Ted,McWhinney,Vancouver Quadra,British Columbia,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Réal,Ménard,Hochelaga,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2009-09-16 11:59:59 PM
,Serge,Ménard,Marc-Aurèle-Fortin,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Costas,Menegakis,Richmond Hill,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Ted,Menzies,Macleod,Alberta,Conservative,2011-05-02 12:00:00 AM,2013-11-09 11:59:59 PM
,Gary,Merasty,Desnethé—Missinippi—Churchill River,Saskatchewan,Liberal,2006-01-23 12:00:00 AM,2007-08-31 11:59:59 PM
,Paul,Mercier,Terrebonne—Blainville,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Val,Meredith,South Surrey—White Rock—Langley,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Rob,Merrifield,Yellowhead,Alberta,Conservative,2011-05-02 12:00:00 AM,2014-09-17 12:00:00 AM
,Élaine,Michaud,Portneuf—Jacques-Cartier,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Fred,Mifflin,Bonavista—Trinity—Conception,Newfoundland and Labrador,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,MaryAnn,Mihychuk,Kildonan—St. Paul,Manitoba,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Larry,Miller,Bruce—Grey—Owen Sound,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Peter,Milliken,Kingston and the Islands,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Bob,Mills,Red Deer,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Dennis,Mills,Toronto—Danforth,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Maria,Minna,Beaches—East York,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Andy,Mitchell,Parry Sound—Muskoka,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Maryam,Monsef,Peterborough—Kawartha,Ontario,Liberal,2019-10-21 12:00:00 AM,2021-09-19 11:59:59 PM
,Christine,Moore,Abitibi—Témiscamingue,Quebec,NDP,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,James,Moore,Port Moody—Westwood—Port Coquitlam,British Columbia,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Dany,Morin,Chicoutimi—Le Fjord,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Isabelle,Morin,Notre-Dame-de-Grâce—Lachine,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Marc-André,Morin,Laurentides—Labelle,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Marie-Claude,Morin,Saint-Hyacinthe—Bagot,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Bill,Morneau,Toronto Centre,Ontario,Liberal,2019-10-21 12:00:00 AM,2020-08-21 11:30:05 AM
,Lee,Morrison,Cypress Hills—Grasslands,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Maria,Mourani,Ahuntsic,Quebec,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Mark,Muise,West Nova,Nova Scotia,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Thomas,Mulcair,Outremont,Quebec,NDP,2015-10-19 12:00:00 AM,2018-08-03 11:59:59 PM
,Brian,Murphy,Moncton—Riverview—Dieppe,New Brunswick,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Shawn,Murphy,Charlottetown,Prince Edward Island,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Ian,Murray,Lanark—Carleton,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Lynn,Myers,Kitchener—Conestoga,Ontario,Liberal,2005-02-24 12:00:00 AM,2006-01-22 11:59:00 PM
,Richard,Nadeau,Gatineau,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Pierre,Nantel,Longueuil—Saint-Hubert,Quebec,Independent,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Peggy,Nash,Parkdale—High Park,Ontario,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Eva,Nassif,Vimy,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Robert,Nault,Kenora,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Anita,Neville,Winnipeg South Centre,Manitoba,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Jamie,Nicholls,Vaudreuil-Soulanges,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Rob,Nicholson,Niagara Falls,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Rick,Norlock,Northumberland—Quinte West,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Gilbert,Normand,Bellechasse—Etchemins—Montmagny—L'Islet,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,José,Nunez-Melo,Laval,Quebec,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,John,Nunziata,York South—Weston,Ontario,Independent,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Alexander,Nuttall,Barrie—Springwater—Oro-Medonte,Ontario,Conservative,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Lorne,Nystrom,Regina—Qu'Appelle,Saskatchewan,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Deepak,Obhrai,Calgary Forest Lawn,Alberta,Conservative,2015-10-19 12:00:00 AM,2019-08-02 11:59:59 PM
,Lawrence,O'Brien,Labrador,Newfoundland and Labrador,Liberal,2004-06-28 12:00:00 AM,2004-12-16 11:59:59 PM
,Pat,O'Brien,London—Fanshawe,Ontario,Independent,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Gordon,O'Connor,Carleton—Mississippi Mills,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Bev,Oda,Durham,Ontario,Conservative,2011-05-02 12:00:00 AM,2012-07-31 11:59:59 PM
Hon.,Joe,Oliver,Eglinton—Lawrence,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,John,Oliver,Oakville,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Tilly,O'Neill Gordon,Miramichi,New Brunswick,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Ted,Opitz,Etobicoke Centre,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,John,O'Reilly,Haliburton—Victoria—Brock,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Christian,Ouellet,Brome—Missisquoi,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Robert-Falcon,Ouellette,Winnipeg Centre,Manitoba,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Stephen,Owen,Vancouver Quadra,British Columbia,Liberal,2006-01-23 12:00:00 AM,2007-07-27 11:59:59 PM
,Massimo,Pacetti,Saint-Léonard—Saint-Michel,Quebec,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Rey,Pagtakhan,Winnipeg North—St. Paul,Manitoba,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Daniel,Paillé,Hochelaga,Quebec,Bloc Québécois,2009-11-09 12:00:00 AM,2011-05-01 11:59:59 PM
,Pascal-Pierre,Paillé,Louis-Hébert,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Brian,Pallister,Portage—Lisgar,Manitoba,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Jim,Pankiw,Saskatoon—Humboldt,Saskatchewan,Independent,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Annick,Papillon,Québec,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Pierre,Paquette,Joliette,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Christian,Paradis,Mégantic—L'Érable,Quebec,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Denis,Paradis,Brome—Missisquoi,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Gilbert,Parent,Niagara Centre,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Carolyn,Parrish,Mississauga—Erindale,Ontario,Independent,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Bernard,Patry,Pierrefonds—Dollard,Quebec,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Claude,Patry,Jonquière—Alma,Quebec,Bloc Québécois,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,LaVar,Payne,Medicine Hat,Alberta,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Glen,Pearson,London North Centre,Ontario,Liberal,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Ève,Péclet,La Pointe-de-l'Île,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,Peter,Penashue,Labrador,Newfoundland and Labrador,Conservative,2011-05-02 12:00:00 AM,2013-03-14 11:59:59 PM
,Charlie,Penson,Peace River,Alberta,Conservative,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Janko,Peric,Cambridge,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pat,Perkins,Whitby—Oshawa,Ontario,Conservative,2014-11-17 12:00:00 AM,2015-10-18 11:59:59 PM
,Manon,Perreault,Montcalm,Quebec,Independent,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Gilles-A.,Perron,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Joe,Peschisolido,Steveston—Richmond East,British Columbia,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
Hon.,Jim,Peterson,Willowdale,Ontario,Liberal,2006-01-23 12:00:00 AM,2007-07-12 11:59:59 PM
,Kyle,Peterson,Newmarket—Aurora,Ontario,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Daniel,Petit,Charlesbourg—Haute-Saint-Charles,Quebec,Conservative,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
Hon.,Pierre,Pettigrew,Papineau,Quebec,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,Jane,Philpott,Markham—Stouffville,Ontario,Independent,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Beth,Phinney,Hamilton Mountain,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Michel,Picard,Montarville,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Pauline,Picard,Drummond,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Jerry,Pickard,Chatham-Kent—Essex,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Gary,Pillitteri,Niagara Falls,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,François,Pilon,Laval—Les Îles,Quebec,NDP,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
,Denise,Poirier-Rivard,Châteauguay—Saint-Constant,Quebec,Bloc Québécois,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
,Jean-Claude,Poissant,La Prairie,Quebec,Liberal,2015-10-19 12:00:00 AM,2019-10-20 11:59:59 PM
,Roger,Pomerleau,Drummond,Quebec,Bloc Québécois,2008-10-14 12:00:00 AM,2011-05-01 11:59:59 PM
,Charlie,Power,St. John's West,Newfoundland and Labrador,PC,1997-06-02 12:00:00 AM,2000-01-31 12:00:00 AM
,Russ,Powers,Ancaster—Dundas—Flamborough—Westdale,Ontario,Liberal,2004-06-28 12:00:00 AM,2006-01-22 11:59:00 PM
Hon.,David,Pratt,Nepean—Carleton,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jim,Prentice,Calgary Centre-North,Alberta,Conservative,2008-10-14 12:00:00 AM,2010-11-14 11:59:59 PM
,Joe,Preston,Elgin—Middlesex—London,Ontario,Conservative,2011-05-02 12:00:00 AM,2015-10-18 11:59:59 PM
Hon.,David,Price,Compton—Stanstead,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
